Date,Text,Normalized_Text_NLTK,Normalized_Text_Slang
10/2023,sayang banget ditempatku gaada point coffee https://x.com/quaepe_/status/1708384890830667855?t=ezlgVW19jKaHyAJ2pGV8XQ&s=19â€¦,sayang banget ditempatku gaada point coffee ,sayang banget ditempatku tidak ada uang point coffee
10/2023,Nangis banget soalnya Jepara ga ada point coffee,nangis banget soalnya jepara ga ada point coffee,menangis banget soalnya jepara tidak ada point coffee
10/2023,point coffee emang enak! aku suka yg es kopi pandan sama palm sugar latte. selalu kumpulin stamp pake apk indomart soalnya kalau uda 10stamp bs tuker minuman gratis,point coffee emang enak aku suka yg es kopi pandan sama palm sugar latte selalu kumpulin stamp pake apk indomart soalnya kalau uda stamp bs tuker minuman gratis,point coffee emang enak aku suka yang es kopi pandan sama palm gula latte selalu kumpulin stamp pakai apk indomart soalnya kalau uda stamp bisa tuker minuman gratis
10/2023,Nangor g ada point coffee :(,nangor g ada point coffee ,nangor g ada point coffee
10/2023,Anjrittt?? Tau gitu tanggal 2 kemaren gue ke point coffee???,anjrittt tau gitu tanggal  kemaren gue ke point coffee,anjrittt tahu gitu tanggal kemarin aku ke point coffee
10/2023,"Kalo di rumah memang enak ngeracik sendiri. Beli yg nescafe gold lebih enak nder. Tapi ya tetep kalo di luar rumah belinya fore, sbux, dll.",kalo di rumah memang enak ngeracik sendiri beli yg nescafe gold lebih enak nder tapi ya tetep kalo di luar rumah belinya fore sbux dll,kalau di rumah memang enak ngeracik sendiri beli yang nescafe gold lebih enak nder tapi iya tetep kalau di luar rumah belinya fore starbucks dan lain-lain
10/2023,"Pliss aku baru tauu tomoro coffe baru buka seminggu di kota ku, jadi mauu langsung cusse belii variant mactchanya",pliss aku baru tauu tomoro coffe baru buka seminggu di kota ku jadi mauu langsung cusse belii variant mactchanya,tolonglah aku baru tauu tomoro coffe baru buka seminggu di kota ku jadi mauu langsung cusse belii variant mactchanya
10/2023,seriusan tomoro enakk? pan kapan mau coba deh,seriusan tomoro enakk pan kapan mau coba deh,seriusan tomoro enakk pan kapan mau coba deh
10/2023,"coconut aren latte nya enakk deh cobain, creamy gituu dan rasanya pun ga kaya santan. kalo yang tomoro aren latte nya kurang sukaa tp boleh di cobaa",coconut aren latte nya enakk deh cobain creamy gituu dan rasanya pun ga kaya santan kalo yang tomoro aren latte nya kurang sukaa tp boleh di cobaa,coconut aren latte nya enakk deh cobain creamy gituu dan rasanya pun tidak kaya santan kalau yang tomoro aren latte nya kurang sukaa tapi boleh di cobaa
10/2023,"Jangan samaian sma fore tuku lah, espresso yang dipake aja udah beda. terlalu langit dan bumi",jangan samaian sma fore tuku lah espresso yang dipake aja udah beda terlalu langit dan bumi,jangan samaian sama fore tuku lah espresso yang dipake saja sudah beda terlalu langit dan bumi
10/2023,Aaaa penasaran bngt sama tomoro coffee blm beli2 gueee,aaaa penasaran bngt sama tomoro coffee blm beli gueee,aaaa penasaran banget sama tomoro coffee belum beli gueee
10/2023,Minta less sugar aja biar ga terlalu manis Nder. Tapi tomoro kopinya ga nendang wkwks,minta less sugar aja biar ga terlalu manis nder tapi tomoro kopinya ga nendang wkwks,minta kurang gula saja biar tidak terlalu manis nder tapi tomoro kopinya tidak nendang wkwks
10/2023,Asli enak bgttttt tomoro. Mana sering promoan,asli enak bgttttt tomoro mana sering promoan,asli enak bgttttt tomoro mana sering promoan
10/2023,Kopi kenangan beserta kebab nya~,kopi kenangan beserta kebab nya,kopi kenangan beserta kebab nya
10/2023,Sama kak tomoro tp aou strawberry,sama kak tomoro tp aou strawberry,sama kak tomoro tapi aou strawberry
10/2023,iya tomoro,iya tomoro,iya tomoro
10/2023,"rep ini skrg lagi di Tomoro jugaak wkwk. Matcha Oat Latte, Tomoro Oat Latte. Udah 2 itu aja yg udah di repurchase berkali kaliii",rep ini skrg lagi di tomoro jugaak wkwk matcha oat latte tomoro oat latte udah  itu aja yg udah di repurchase berkali kaliii,rep ini sekarang lagi di tomoro jugaak wkwk matcha oat latte tomoro oat latte sudah itu saja yang sudah di repurchase berkali kaliii
10/2023,Sama sama tomoro coffee nder,sama sama tomoro coffee nder,sama sama tomoro coffee nder
10/2023,lah tomoro coffee juga :v,lah tomoro coffee juga v,lah tomoro coffee juga v
10/2023,Ga pernah bosen jajan di Point coffee,ga pernah bosen jajan di point coffee,tidak pernah bosen jajan di point coffee
10/2023,Sama nih tomoro juga,sama nih tomoro juga,sama ini tomoro juga
10/2023,Sama lagi tomoro,sama lagi tomoro,sama lagi tomoro
10/2023,ih jadi nyeseeellll hari ini batal mampir ke point coffee,ih jadi nyeseeellll hari ini batal mampir ke point coffee,ih jadi menyesal hari ini batal mampir ke point coffee
10/2023,"Hfttt emg enak bgttttt, dulu sempet ke point coffee katanya udh ga dijual krn seasonal, sekarang dijual lagi, terharu T.T",hfttt emg enak bgttttt dulu sempet ke point coffee katanya udh ga dijual krn seasonal sekarang dijual lagi terharu tt,hfttt memang enak bgttttt dulu sempat ke point coffee katanya sudah tidak dijual karena seasonal sekarang dijual lagi terharu tt
10/2023,"Aku kemaren nunggu promo mondaynya point coffee, kukira yang keluar matcha frappe ternyata ini. Gak jadi beli tapi kok ini diliat2 kayaknya enak",aku kemaren nunggu promo mondaynya point coffee kukira yang keluar matcha frappe ternyata ini gak jadi beli tapi kok ini diliat kayaknya enak,aku kemarin nunggu promo mondaynya point coffee kukira yang keluar matcha frappe ternyata ini gak jadi beli tapi kok ini diliat kayaknya enak
10/2023,"Point coffee masih terenak & worth it sejauh ini. Di kupisop kekinian 25k dpt cup kecil, disini dapet gelas tanggung. Mana kl bayar pake gopay kdg dpt diskon",point coffee masih terenak  worth it sejauh ini di kupisop kekinian k dpt cup kecil disini dapet gelas tanggung mana kl bayar pake gopay kdg dpt diskon,point coffee masih terenak worth it sejauh ini di kupisop kekinian ke dapat cup kecil disini dapat gelas tanggung mana kalau bayar pakai gopay kdg dapat diskon
10/2023,gwenchana atau tidaknya hidup ini gw harus tetap memburu promo i do like monday nya point coffee,gwenchana atau tidaknya hidup ini gw harus tetap memburu promo i do like monday nya point coffee,baik atau tidaknya hidup ini saya harus tetap memburu promo i do like monday nya point coffee
10/2023,"guys tolong bimbing aku kalo mau beli pake promo ini gimana caranya, ak blum pernah bli di point coffee soalna klo harga normal belum bisa beli",guys tolong bimbing aku kalo mau beli pake promo ini gimana caranya ak blum pernah bli di point coffee soalna klo harga normal belum bisa beli,teman-teman tolong bimbing aku kalau mau beli pakai promo ini bagaimana caranya saya belum pernah bli di point coffee soalna kalau harga normal belum bisa beli
10/2023,Daerahku gaada point coffee pdhl mcd dll ada tp knp point gaada,daerahku gaada point coffee pdhl mcd dll ada tp knp point gaada,daerahku tidak ada uang point coffee pdhl mcd dan lain-lain ada tapi kenapa point tidak ada uang
10/2023,"aku suka di point coffee yg kopi latte. kalau yg botolan, kopi gula aren dan hazelnut kopi.",aku suka di point coffee yg kopi latte kalau yg botolan kopi gula aren dan hazelnut kopi,aku suka di point coffee yang kopi latte kalau yang botolan kopi gula aren dan hazelnut kopi
10/2023,"kmaren nyoba Fore yg baru opening di Purwokerto, ternyata lebih enak @pointcoffeeid .. aftertaste nya Fore malah eneg..",kmaren nyoba fore yg baru opening di purwokerto ternyata lebih enak   aftertaste nya fore malah eneg,kemarin nyoba fore yang baru opening di purwokerto ternyata lebih enak aftertaste nya fore bahkan eneg
10/2023,"Gue suka cinnamon roll, tapi cinnamon roll di sbux & fore b aja sih",gue suka cinnamon roll tapi cinnamon roll di sbux  fore b aja sih,aku suka cinnamon roll tapi cinnamon roll di starbucks fore b saja sih
10/2023,Prnh cobain cinnamon roll nya tomoro sih ga suka. Rasanya kayu manis bgt,prnh cobain cinnamon roll nya tomoro sih ga suka rasanya kayu manis bgt,pernah cobain cinnamon roll nya tomoro sih tidak suka rasanya kayu manis banget
10/2023,"Enak bangeeettt, apalagi kalo masih anget Yg tomoro coffee juga enak",enak bangeeettt apalagi kalo masih anget yg tomoro coffee juga enak,enak bangeeettt apalagi kalau masih anget yang tomoro coffee juga enak
10/2023,coba cinnamon roll tomoro deh,coba cinnamon roll tomoro deh,coba cinnamon roll tomoro deh
10/2023,"Dlu aku cuma ngeclaim starbucks sm fore aja sih nder. Yg lain gtau soalnya ada yg ada min pembelian, jd males",dlu aku cuma ngeclaim starbucks sm fore aja sih nder yg lain gtau soalnya ada yg ada min pembelian jd males,dulu aku cuma ngeclaim starbucks sama fore saja sih nder yang lain tidak tahu soalnya ada yang ada min pembelian jadi males
10/2023,iced mocha (less sugar) nya point coffee sih,iced mocha less sugar nya point coffee sih,iced mocha kurang gula nya point coffee sih
10/2023,Kopi kenangan gulan aren sama Nescafe Evlair Latte masih jadi favorit kalo kopi botolan. Kalo kopi sachet masih kopi Liong Bulan yang terbaik,kopi kenangan gulan aren sama nescafe evlair latte masih jadi favorit kalo kopi botolan kalo kopi sachet masih kopi liong bulan yang terbaik,kopi kenangan gulan aren sama nescafe evlair latte masih jadi favorit kalau kopi botolan kalau kopi sachet masih kopi liong bulan yang terbaik
10/2023,"Pas ultah kmren, niatnya pen ke sbux ato nyobain matcha seriesnya kopken tapi malah ke fore",pas ultah kmren niatnya pen ke sbux ato nyobain matcha seriesnya kopken tapi malah ke fore,pas ulang tahun kmren niatnya pen ke starbucks atau nyobain matcha seriesnya kopi kenangan tapi bahkan ke fore
10/2023,Kopi kenangan~,kopi kenangan,kopi kenangan
10/2023,"sama nder point coffee, emang enak sekali inii",sama nder point coffee emang enak sekali inii,sama nder point coffee emang enak sekali inii
10/2023,"Pgn bgt cobain point coffee tpi di sumbar g adaa, waktu ke jkt gaada kesempatan mulu",pgn bgt cobain point coffee tpi di sumbar g adaa waktu ke jkt gaada kesempatan mulu,ingin banget cobain point coffee tapi di sumbar g adaa waktu ke jakarta tidak ada uang kesempatan melulu
10/2023,kopi kenangan mantan mantap jiwaa,kopi kenangan mantan mantap jiwaa,kopi kenangan mantan mantap jiwaa
10/2023,"Sama nder, point coffee penghilang stress, dan penghilang uang di dompet wkwk",sama nder point coffee penghilang stress dan penghilang uang di dompet wkwk,sama nder point coffee penghilang stress dan penghilang uang di dompet wkwk
10/2023,point coffee menuu ini mau diskon atau ga diskon tetep aku gas,point coffee menuu ini mau diskon atau ga diskon tetep aku gas,point coffee menu ini mau diskon atau tidak diskon tetep aku gas
10/2023,Fore coffee nderr tapi download aplikasi nya dulu,fore coffee nderr tapi download aplikasi nya dulu,fore coffee nderr tapi download aplikasi nya dulu
10/2023,SETUJU mba mas tomoro baik baik sekaliiiii,setuju mba mas tomoro baik baik sekaliiiii,setuju mbak mas tomoro baik baik sekaliiiii
10/2023,Ada yang tau gak tomoro udah halal atau belum ya? Pengen coba matchanya,ada yang tau gak tomoro udah halal atau belum ya pengen coba matchanya,ada yang tahu gak tomoro sudah halal atau belum iya pengen coba matchanya
10/2023,"Ngga tau nder, blom saatnya aku minum starbaks soalnya masih miskin, pling beli kopi kenangan lewat aplikasi yg 10k",ngga tau nder blom saatnya aku minum starbaks soalnya masih miskin pling beli kopi kenangan lewat aplikasi yg k,tidak tahu nder blom saatnya aku minum starbaks soalnya masih miskin pling beli kopi kenangan lewat aplikasi yang ke
10/2023,"Pink pop lemonade sama hojichaaa. Sumpah tomoro tuh enak, terus murah banget, saking murahnya tas spunbond dari tomoro udah numpuk",pink pop lemonade sama hojichaaa sumpah tomoro tuh enak terus murah banget saking murahnya tas spunbond dari tomoro udah numpuk,pink pop lemonade sama hojichaaa sumpah tomoro tuh enak terus murah banget saking murahnya tas spunbond dari tomoro sudah bertumpuk
10/2023,kapan Tomoro buka di sini yaa:( rasanya g kalah sama fore tp lebih murah,kapan tomoro buka di sini yaa rasanya g kalah sama fore tp lebih murah,kapan tomoro buka di sini yaa rasanya g kalah sama fore tapi lebih murah
10/2023,EMANG ENAK!!!! menu andalan kalo ke fore,emang enak menu andalan kalo ke fore,emang enak menu andalan kalau ke fore
10/2023,"gue pernah kerja di fore coffe, si bittersctchseasaltlatte ini emang best seller, dan yang bikin enak tu sea salt cream nya rasanya creamy udah gt asin dikit gitu tp susunya ttp berasa, diatasnya ditambah caramel crumble jd rasanya manis asin tp ada kopinya juga",gue pernah kerja di fore coffe si bittersctchseasaltlatte ini emang best seller dan yang bikin enak tu sea salt cream nya rasanya creamy udah gt asin dikit gitu tp susunya ttp berasa diatasnya ditambah caramel crumble jd rasanya manis asin tp ada kopinya juga,aku pernah kerja di fore coffe si bittersctchseasaltlatte ini emang best seller dan yang bikin enak tu sea salt cream nya rasanya creamy sudah begitu asin dikit gitu tapi susunya ttp berasa diatasnya ditambah caramel crumble jadi rasanya manis asin tapi ada kopinya juga
10/2023,Fore emg enakk,fore emg enakk,fore memang enakk
10/2023,emang seenak itu nderrr gaperna ganti menu tiap beli di fore selalu butterscotch seasalt,emang seenak itu nderrr gaperna ganti menu tiap beli di fore selalu butterscotch seasalt,emang seenak itu nderrr gaperna ganti menu tiap beli di fore selalu butterscotch seasalt
10/2023,semua menu kopinya fore enak sih menurutku,semua menu kopinya fore enak sih menurutku,semua menu kopinya fore enak sih menurutku
10/2023,"HBD senderr jgn lupa manfaatin promo tawan, sushitei, fore, & starbucks",hbd senderr jgn lupa manfaatin promo tawan sushitei fore  starbucks,selamat ulang tahun senderr jangan lupa manfaatin promo tawan sushitei fore starbucks
10/2023,"Pengen point coffee, gw skrg dah jarang beli krn jauh",pengen point coffee gw skrg dah jarang beli krn jauh,pengen point coffee saya sekarang deh jarang beli karena jauh
10/2023,Gula aren + susu ultra + evaporasi. Rasanya mirip point coffee,gula aren  susu ultra  evaporasi rasanya mirip point coffee,gula aren susu ultra evaporasi rasanya mirip point coffee
10/2023,Kalo ke point coffee pasti pesennya palm sugar latte,kalo ke point coffee pasti pesennya palm sugar latte,kalau ke point coffee pasti pesennya palm gula latte
10/2023,"sebagai pelanggan point coffee, ini adalah menu andalanku coffee: caramel macchiato 3shots, less sugar. ice shaken creamy latte less sugar non-coffee: cookies n cream less sugar, crunchy caramel less sugar. pokoknya semua menu point coffee enak kalo less sugar wkwk",sebagai pelanggan point coffee ini adalah menu andalanku coffee caramel macchiato shots less sugar ice shaken creamy latte less sugar noncoffee cookies n cream less sugar crunchy caramel less sugar pokoknya semua menu point coffee enak kalo less sugar wkwk,sebagai pelanggan point coffee ini adalah menu andalanku coffee caramel macchiato shots kurang gula ice shaken creamy latte kurang gula noncoffee cookies dan cream kurang gula crunchy caramel kurang gula pokoknya semua menu point coffee enak kalau kurang gula wkwk
10/2023,mau nyimak dulu karena beli point coffee selalu zonk,mau nyimak dulu karena beli point coffee selalu zonk,mau nyimak dulu karena beli point coffee selalu bodoh
10/2023,"Saya, menu wajib kalau ke Point Coffee ga ada yang lain.",saya menu wajib kalau ke point coffee ga ada yang lain,saya menu wajib kalau ke point coffee tidak ada yang lain
10/2023,aku belum pernah minum point coffee next day mau coba pokoknya,aku belum pernah minum point coffee next day mau coba pokoknya,aku belum pernah minum point coffee lanjut day mau coba pokoknya
10/2023,"aku suka nya tomoro aren latte, oat latte sama manuka oat latte. tp yg aren latte paling sering order",aku suka nya tomoro aren latte oat latte sama manuka oat latte tp yg aren latte paling sering order,aku suka nya tomoro aren latte oat latte sama manuka oat latte tapi yang aren latte paling sering order
